InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
69487,QT968,Share Child,47,2025-01-06,36.13,63,Kazakhstan
88259,gs527,Cup Chair,25,2024-09-15,17.23,57,Sudan
29117,OR201,Available Window,45,2023-10-13,62.14,74,Equatorial Guinea
92455,lJ089,Prove Mean,40,2025-02-06,64.06,3,Spain
81151,yW615,Use Stand,45,2024-05-31,28.37,38,Bouvet Island (Bouvetoya)
24884,Wu548,Woman Class,44,2024-02-01,62.39,66,Finland
87333,EA542,Account Class,20,2024-02-25,34.32,17,Latvia
15848,jV748,Then Small,47,2023-10-01,3.27,10,Angola
86077,uX067,Trial Fear,14,2024-10-03,96.21,22,Saudi Arabia
75079,Eg338,Which Of,6,2024-12-15,48.3,75,Cameroon
88672,qR777,New Woman,46,2023-09-09,90.99,32,Jersey
72162,SP890,Better Really,48,2024-05-20,66.18,32,China
16198,mA580,Suffer Improve,9,2024-08-04,7.62,51,Mali
49497,SE453,Be Husband,1,2024-06-16,8.59,68,Kazakhstan
42988,RE885,Sort Experience,31,2025-03-02,49.65,55,Eritrea
20217,WP570,Who Themselves,49,2025-01-27,84.23,69,Thailand
18851,vg876,Small Interesting,16,2025-05-22,37.74,34,Australia
67072,Zs438,Here Audience,16,2023-12-03,97.39,6,Benin
48418,Cz425,Indicate Question,14,2024-01-10,25.13,71,Cayman Islands
91247,pM239,On Anyone,40,2023-11-23,16.37,45,Swaziland
49379,aQ094,Budget It,32,2024-04-10,96.66,37,Fiji
33582,tn895,System Fish,26,2023-11-14,54.53,25,Jamaica
86408,aM973,Coach Cup,39,2024-05-03,27.12,97,Saint Helena
91634,tg058,Machine Debate,4,2025-08-11,54.49,77,Azerbaijan
59244,mH817,Listen Boy,28,2023-12-23,9.57,23,Tuvalu
66984,YN226,Western Party,6,2025-01-26,68.32,77,Equatorial Guinea
72782,ZD910,Truth Campaign,34,2023-12-03,83.07,35,French Southern Territories
33026,aT825,Board Economic,45,2024-07-10,13.49,84,Hungary
26155,hX326,Process American,27,2025-08-05,23.17,38,Thailand
85086,cX637,Break Two,31,2023-09-21,75.92,33,Costa Rica
27802,wB709,State White,31,2024-03-01,52.69,63,Saint Pierre and Miquelon
32113,UW806,Possible Country,4,2023-08-21,66.75,25,Suriname
27405,Sv413,Fine The,16,2025-05-15,80.44,31,Northern Mariana Islands
43769,kc025,Time Mean,33,2025-08-07,13.07,19,Russian Federation
69905,vW841,Cold Allow,40,2024-10-27,82.62,94,Hong Kong
28989,Jz268,Book Mind,28,2024-12-23,21.43,8,Peru
23850,Tv477,Carry Focus,24,2023-11-24,44.96,45,Congo
67682,WP324,Sister Different,6,2024-09-03,28.49,69,Saudi Arabia
20693,NF308,Ago Take,41,2025-07-14,74.16,34,Palau
66715,av131,Notice Skin,38,2025-02-19,46.33,99,Saint Lucia
65197,Bv511,Stay Speech,39,2025-07-12,94.15,68,South Africa
26890,UR936,Last Foot,43,2025-02-01,64.95,42,Gambia
82655,gm379,She Position,9,2023-09-20,91.89,3,Burkina Faso
83666,Qp646,Measure Example,39,2024-08-27,7.09,17,Mexico
41895,FJ537,Claim Kind,18,2024-05-23,89.9,61,Nauru
17955,AL951,Front Think,8,2024-09-17,97.62,47,Reunion
22320,hr858,Republican Support,32,2025-01-29,1.82,57,United Arab Emirates
28162,iK069,Hear Walk,12,2024-01-15,10.01,16,Tuvalu
91156,EN158,Fall Page,3,2024-08-16,34.18,9,Mongolia
49551,aX710,Decade Too,20,2024-11-17,59.57,93,Norfolk Island
86691,sd598,Again Project,19,2024-11-25,68.85,46,Cote d'Ivoire
58463,Lg270,Believe Move,40,2024-06-11,66.82,31,Poland
12139,Ka976,Whole Yeah,31,2025-06-28,84.2,31,Georgia
74098,xj390,Wife Sort,30,2024-02-20,26.03,68,Ecuador
39547,mJ977,Action Son,19,2024-08-22,98.74,60,Serbia
76695,om906,National Seem,33,2024-02-07,93.83,13,Paraguay
45161,xk078,Identify Tonight,39,2024-09-15,48.73,46,Paraguay
68104,cG800,Her World,6,2024-06-22,2.11,65,Madagascar
70923,gq160,Whose Under,39,2023-10-10,93.71,61,Philippines
35320,WE227,Sign Return,29,2024-12-09,85.11,75,Montserrat
27916,OB182,Over Three,35,2024-01-08,96.67,35,Greenland
54314,ID652,End Stuff,35,2023-12-11,23.91,68,Martinique
25805,te838,Increase Interesting,17,2023-12-23,42.73,21,Uganda
97637,Mu658,Authority Make,42,2024-09-05,81.32,55,Dominican Republic
51456,ow713,Evidence Choice,7,2025-05-24,40.65,16,Fiji
17111,gO191,Face Trouble,32,2023-11-26,40.78,93,Lao People's Democratic Republic
53273,pB963,Firm Not,7,2024-08-25,70.05,23,Germany
99343,el813,Sometimes Night,6,2023-08-20,92.37,58,Kuwait
36288,LU038,Purpose Sea,23,2024-08-30,99.47,41,Spain
51632,by044,Newspaper Central,6,2024-04-22,49.5,36,Saint Vincent and the Grenadines
70587,Hn947,Miss Feeling,47,2024-10-29,72.55,37,Pitcairn Islands
41112,KH582,Size Marriage,23,2023-12-29,82.35,89,Afghanistan
99546,Ys600,Yard All,13,2024-01-10,33.8,39,Russian Federation
47658,GL277,Seem Several,30,2025-01-03,25.25,53,Somalia
89585,Ki618,Although Color,12,2024-08-13,32.68,33,Uganda
37055,hE859,War Cultural,5,2024-07-25,78.77,72,Italy
19845,Ms631,Finish Professional,37,2024-11-24,63.22,46,Fiji
68636,Fq890,Performance Score,39,2024-10-26,30.17,1,Dominican Republic
45764,sE453,Young Discussion,20,2024-02-16,83.0,74,Indonesia
82160,rG681,On Player,2,2024-10-02,4.97,86,Ireland
98160,NC860,What Quickly,11,2024-04-20,40.83,30,Tunisia
42929,dH248,Huge Budget,13,2024-12-14,97.03,64,Guernsey
72381,HO586,Different Rest,14,2023-10-16,91.01,40,Wallis and Futuna
49414,zy744,Second Media,18,2024-02-19,25.57,19,Montenegro
96078,JP657,Teach Safe,38,2023-08-30,73.45,94,El Salvador
37455,Zj065,Myself Rather,37,2025-02-13,67.5,99,Gabon
53106,BO023,Weight Role,12,2024-08-25,77.78,3,Saint Helena
31751,vB181,That Teacher,41,2023-08-30,10.52,76,Croatia
83472,DI739,Wide Commercial,39,2025-04-08,42.35,42,Bangladesh
44079,Sn468,Discover War,1,2023-09-24,76.58,65,Moldova
31069,gg076,Must Generation,42,2024-12-28,24.47,91,United States of America
74525,pQ954,Tv Fight,26,2025-05-02,36.16,6,French Polynesia
95599,fH089,Economy Sometimes,36,2025-01-11,88.03,12,Syrian Arab Republic
69498,oW308,Candidate Keep,30,2025-03-27,31.78,8,Peru
37635,KZ626,Report Hear,45,2025-03-21,40.38,56,Finland
63682,pM110,Paper Continue,49,2024-12-20,16.09,14,Poland
57411,qG678,Bar Protect,17,2023-12-11,6.5,47,Micronesia
47930,Yc151,Chair Gun,37,2023-12-07,57.55,100,Cayman Islands
27835,YL882,Model Service,42,2025-01-31,37.06,30,Madagascar
55721,AC596,His Position,13,2024-12-24,6.52,44,Burundi
52439,qj399,Perhaps Eat,38,2024-10-06,95.23,45,Vanuatu
64356,jW689,System Forward,31,2025-07-27,56.06,95,Singapore
55988,Sk560,Admit Foot,27,2023-11-12,44.5,65,British Indian Ocean Territory (Chagos Archipelago)
19687,CE394,Leg Indeed,3,2024-07-02,6.61,51,French Guiana
12382,GT598,Foreign Above,32,2023-11-11,11.32,64,Lao People's Democratic Republic
38021,JU257,Real Action,34,2023-12-20,53.01,88,Peru
53827,Cs858,Play Set,20,2024-02-11,95.75,30,Ghana
60225,Yf633,Few May,21,2025-05-09,40.32,6,Latvia
74942,Pk925,Under Church,40,2023-10-22,86.35,16,Jamaica
20879,VM138,Short Establish,18,2025-06-28,21.8,92,Burkina Faso
24940,Jg327,Section Effect,48,2025-03-02,8.19,8,North Macedonia
12060,Is498,Send Consider,21,2023-12-25,94.83,17,Bolivia
30072,cu557,Occur Early,33,2024-10-19,38.14,27,Isle of Man
17405,Gl328,That Walk,5,2024-02-18,48.33,16,Guyana
95704,RC905,Drive Instead,23,2023-12-10,34.88,58,Rwanda
43006,sW972,Civil Strategy,39,2023-08-28,13.92,14,Taiwan
92785,DU161,Probably Sound,49,2024-07-21,20.7,87,Romania
59610,io419,Almost Reality,8,2023-09-14,88.89,47,Namibia
91891,HR957,Product Particularly,7,2024-02-13,49.39,95,Belize
76358,oz453,Generation Three,49,2023-12-04,15.6,26,Cambodia
97836,Lp043,Understand Her,28,2024-10-30,54.04,18,Lesotho
18414,Wg185,Picture Student,25,2023-11-10,63.8,92,Swaziland
31058,wq689,Indicate Sea,9,2025-01-26,80.84,23,Albania
78248,qe729,Report Blood,17,2025-05-31,92.35,23,Bulgaria
31542,BC611,Again Miss,44,2024-03-17,66.9,2,Christmas Island
35515,al143,Force Break,30,2024-03-31,75.43,66,Mozambique
48481,fK030,Catch But,26,2024-02-29,54.73,30,China
69658,YO929,Method Sing,17,2025-04-07,53.5,73,Falkland Islands (Malvinas)
87252,Dc969,Head Box,20,2024-01-22,25.26,41,South Georgia and the South Sandwich Islands
12858,gD202,Hope Range,25,2025-06-24,65.84,16,Anguilla
33129,Fs777,Kitchen Yourself,32,2025-06-07,8.55,93,Iran
78985,hV011,Present Let,44,2024-05-02,38.96,73,Morocco
56331,Vg077,Member Start,40,2024-09-20,82.76,73,Cuba
95509,Iv173,Capital Hour,3,2024-05-09,9.57,64,Dominica
54637,jL191,Child Real,4,2024-08-09,2.29,29,Malawi
66207,Qe681,As Up,31,2025-06-23,37.56,46,China
54479,ZC403,Project Whole,33,2024-09-12,98.78,33,Malaysia
67469,ol766,Threat Sell,11,2024-02-28,20.18,70,French Southern Territories
61943,SN490,Skill Pressure,16,2024-12-31,90.62,99,Cape Verde
20798,dH151,Director Per,20,2024-12-14,25.94,2,Mongolia
89038,CS612,Less Everyone,16,2025-02-25,55.73,60,Myanmar
19774,HF317,Others She,13,2025-02-06,86.82,47,Denmark
98376,wp457,Collection Company,9,2025-01-29,46.42,54,French Southern Territories
91043,Ou818,Movie Thus,31,2024-07-05,57.39,83,Saint Helena
15766,Cu280,Building Pretty,36,2023-08-25,91.5,83,Nigeria
15485,Fa724,Officer Town,16,2024-02-12,35.68,65,Belarus
47839,ZJ558,Energy East,49,2024-11-11,8.31,97,Bahrain
79641,Dx680,Wall Guy,21,2024-01-06,29.74,8,Guinea
55585,DF084,Poor Student,2,2023-10-23,50.23,66,Vietnam
50998,II308,Soon Finally,32,2023-09-08,94.0,34,Central African Republic
95241,Dn616,Wear Professor,36,2024-03-10,23.48,64,Bangladesh
44268,tw915,War Rest,40,2025-06-11,10.49,59,Uganda
85060,KV993,Plan Claim,11,2024-12-19,28.95,13,Saudi Arabia
61900,sP502,Daughter Plan,6,2025-02-03,95.8,51,Senegal
79890,uD146,Among Information,27,2023-10-11,58.38,67,Netherlands
71820,Vn881,Production Break,3,2023-12-04,51.99,76,Spain
89308,jk284,Alone Mind,32,2025-01-27,20.82,89,Italy
52184,Lu258,Guy Western,32,2023-12-15,23.6,64,Central African Republic
40628,bs191,Treat Agreement,2,2024-09-25,37.57,12,Romania
81741,AB891,Born Word,44,2024-08-27,45.01,19,Malawi
77846,pT141,Recently Factor,26,2024-03-17,74.8,54,Costa Rica
46771,ww930,Mention Instead,35,2024-06-11,27.03,76,Ghana
78615,LR781,Garden Its,47,2023-10-12,59.78,87,Taiwan
12756,KA932,Trade Direction,49,2025-01-22,99.08,5,Fiji
79548,Un956,Official Everyone,4,2025-04-17,36.13,64,Belarus
10639,Nf628,Interest Many,29,2023-11-11,2.12,37,India
23391,jA295,Sort Month,39,2024-12-16,66.43,58,Tuvalu
32370,GS483,Pattern Again,13,2023-12-10,80.47,26,Western Sahara
51580,tA491,Institution Various,15,2024-05-01,99.92,83,Zimbabwe
47199,Vr656,Nice Nearly,36,2025-07-15,18.57,23,Belgium
61847,Ac155,Speech Free,34,2024-06-27,29.67,69,Martinique
71023,Oe754,Between Ahead,28,2025-06-17,59.86,11,Tonga
91632,pT077,Technology Nearly,42,2023-09-16,26.48,63,Fiji
84567,ji984,Center Body,41,2025-01-11,6.23,82,Belize
62832,fm984,President Cause,43,2023-12-26,79.27,87,Chad
85288,MR602,Keep Often,42,2024-10-05,48.47,83,Korea
67840,id336,Person Kitchen,8,2025-02-10,55.64,18,Ecuador
64069,Va305,Out Good,46,2023-09-04,12.17,93,Netherlands
56501,Ga532,Win Large,36,2025-04-24,93.01,97,Dominican Republic
69364,Vm045,All Whether,43,2024-09-08,78.66,10,Netherlands Antilles
96352,te411,Environment Whose,5,2023-11-08,11.21,81,French Polynesia
54465,sA802,Really Keep,42,2025-01-29,36.0,95,Cameroon
20136,Qu401,Listen On,27,2024-01-09,45.67,14,Vietnam
10250,Rw750,Course Describe,14,2024-06-19,34.62,30,Vanuatu
47963,xH346,Mention Discover,17,2024-02-19,13.0,51,Congo
32849,SY000,Military Pick,49,2024-06-27,49.99,99,Panama
25338,dw579,Foot Parent,31,2024-10-19,10.21,76,Australia
12858,cJ882,Third Too,13,2024-11-26,64.04,61,Egypt
48507,Pq576,Account Above,27,2023-11-01,9.02,86,Burundi
49230,eE455,Might Shoulder,26,2024-10-08,92.82,28,San Marino
36295,AT194,Base Begin,44,2024-03-03,64.93,38,China
95952,Mn840,Party Determine,21,2024-09-19,45.05,78,Netherlands
75706,XH459,Claim Provide,13,2024-11-11,50.37,6,Tonga
49894,vB455,Tree Bad,46,2024-03-15,13.63,58,Faroe Islands
88813,it523,Much Plant,31,2025-05-06,93.0,31,Serbia
88377,am629,Air Site,34,2023-09-02,33.34,46,Armenia
96092,nY179,Learn Yes,33,2024-04-19,43.02,11,Tuvalu
53333,IC323,Perform Need,25,2024-11-18,61.21,58,Bangladesh
40102,xu577,Natural Want,45,2023-08-21,52.65,67,Haiti
89360,RS823,Himself Check,42,2023-11-10,90.73,74,Cyprus
58088,Pk323,Appear Exist,27,2024-06-10,31.41,29,Micronesia
88957,DU083,Establish Of,28,2025-06-03,33.46,27,Saint Kitts and Nevis
36322,Fr377,Continue Impact,22,2024-03-10,4.01,17,Estonia
