InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
28375,fD200,Inside Base,13,2025-05-26,21.74,56,Tunisia
13385,vV285,Still Team,48,2024-09-28,22.37,92,Saint Helena
99714,Bd634,Health Somebody,11,2023-12-08,36.04,13,Zimbabwe
59740,IK144,Information Official,47,2024-04-08,64.51,12,Moldova
83807,QS361,What Crime,43,2025-01-04,96.78,75,Monaco
54435,qN374,Area Popular,40,2024-09-22,7.4,48,Algeria
50236,gD709,Great Party,35,2024-08-07,47.28,38,South Georgia and the South Sandwich Islands
86527,rH627,Police Across,26,2025-04-20,24.02,54,Portugal
28563,Rh479,Common Kitchen,22,2024-12-27,22.26,95,Liechtenstein
72930,oB786,Hospital War,39,2024-02-28,99.84,77,Antarctica (the territory South of 60 deg S)
36408,sU005,Energy Evening,12,2023-10-05,6.78,2,Georgia
26687,bA943,Interesting Between,32,2023-08-24,94.21,13,Congo
43905,gO251,Coach Tell,26,2023-12-02,68.83,73,Cuba
92483,mN666,Suddenly Three,15,2023-12-20,62.28,4,Slovenia
47668,cW634,Specific Plan,43,2024-12-20,38.77,61,British Indian Ocean Territory (Chagos Archipelago)
67427,mz924,Hundred Less,21,2023-10-22,34.98,10,Uruguay
61409,ru637,Nearly Structure,10,2024-02-18,56.16,14,Madagascar
16087,iJ796,Everybody Poor,2,2025-06-13,95.74,49,Gibraltar
30158,Or040,Them Edge,1,2024-09-30,15.95,9,Comoros
91893,de435,Next Whom,21,2023-09-30,2.81,49,Oman
37660,Uq476,Impact Myself,43,2024-06-17,31.2,90,Western Sahara
26736,tG128,Especially Hold,9,2025-01-02,39.62,36,Canada
45772,ML199,Street Describe,2,2024-01-10,95.49,53,Greenland
61630,kF095,Style Speak,20,2024-04-12,27.81,20,Panama
31330,JJ134,List Look,20,2023-10-26,8.3,94,Kyrgyz Republic
85900,Aq275,Factor Right,34,2025-02-19,10.2,97,Morocco
80838,Vd993,By Long,46,2025-03-17,63.63,68,Suriname
17840,BM089,Dinner Some,38,2025-06-01,78.51,39,Suriname
54688,xA691,Ball Difference,7,2024-03-02,53.98,44,Mozambique
16775,cY795,Return Green,6,2024-07-21,91.67,32,Cote d'Ivoire
95831,wF605,When Instead,11,2024-06-20,36.51,40,Cyprus
39832,JK595,Process Page,27,2023-08-29,32.02,73,Sri Lanka
39665,YQ786,Food Member,21,2024-11-13,47.84,92,Niger
41942,aq143,International Bad,4,2023-12-27,28.85,23,Andorra
88968,LF895,Make Beautiful,17,2024-03-18,58.13,34,Kazakhstan
92451,Wd497,Family Couple,10,2024-03-13,70.28,29,Nigeria
37473,Jl738,Shake Tonight,44,2024-10-04,52.52,66,Dominica
17409,ng962,Year Total,1,2025-06-09,81.35,26,Nicaragua
21097,LS921,Investment Make,29,2024-07-15,64.42,23,Dominican Republic
86443,ld562,Century Kid,15,2024-11-12,57.61,20,Saint Lucia
69385,HD364,May Thing,43,2025-01-15,9.24,39,Haiti
71239,vA940,Measure West,25,2024-11-19,58.57,95,Saint Kitts and Nevis
49191,yN022,Hospital Significant,10,2023-10-29,37.65,70,Costa Rica
52645,Ig976,Four Pass,8,2025-02-09,59.18,50,Pakistan
77439,xa600,Design Boy,9,2024-01-26,88.39,80,Moldova
51977,pM479,Imagine Authority,48,2024-08-05,10.5,66,Guyana
82424,GM647,Bar Century,28,2023-11-15,73.05,44,Grenada
64110,OW633,Then Another,46,2024-10-03,58.91,53,Afghanistan
70329,aP773,Section Sound,24,2023-09-15,94.13,78,Burkina Faso
31452,RX835,Tv Forward,37,2023-12-03,12.38,9,Belarus
91287,KR238,Public Far,37,2025-07-27,45.88,44,Malta
51764,si420,Hot Staff,2,2025-02-25,76.36,85,South Africa
70304,WQ035,Television Car,7,2025-07-05,21.77,35,Malta
20074,Zr705,Sound Think,46,2023-10-03,98.21,72,Wallis and Futuna
52828,WE406,Much Sound,38,2025-06-20,52.5,39,Mayotte
18485,Kq838,Sure Cause,5,2025-01-14,74.93,12,Guyana
25948,gC990,Physical Include,17,2024-06-18,56.68,46,Mayotte
60030,dY734,Reality Car,6,2024-03-07,1.21,2,Nepal
25008,eT223,We Word,42,2024-12-05,95.46,19,Bolivia
11654,Aj556,Newspaper Create,10,2025-03-26,69.65,77,French Guiana
88899,eU443,Majority Conference,48,2024-07-10,75.6,21,Iran
35705,Ib438,Answer Himself,22,2023-09-17,47.21,54,Mozambique
96234,iG548,School Significant,45,2024-11-07,78.18,28,Myanmar
22546,rJ042,See Various,41,2025-08-05,17.14,88,Netherlands
50109,is683,Blue Two,26,2025-07-08,68.93,99,Mauritius
18227,Tv619,Week Agreement,3,2024-02-11,30.53,86,Italy
55795,GT972,Edge Item,13,2025-04-16,1.36,35,Syrian Arab Republic
81170,mp101,Party Road,29,2025-01-23,46.2,32,Montserrat
17010,lD724,Buy Pm,8,2024-05-03,52.65,58,United States of America
33807,MR744,Style Not,16,2023-12-25,26.19,43,Mongolia
18937,di781,Other General,14,2023-12-18,95.14,18,Indonesia
98810,zI333,Stuff Perform,11,2024-10-09,39.92,81,French Guiana
81546,cz702,Tend Care,44,2024-06-01,59.63,45,Turkey
12239,jI891,First Economic,26,2025-01-30,77.67,17,Belarus
87365,tR725,Break Claim,3,2024-06-17,60.42,68,Turks and Caicos Islands
21219,Bl181,Green Among,18,2025-07-06,61.37,59,Philippines
20311,Vz627,From Opportunity,9,2025-04-25,84.35,83,Azerbaijan
69040,Yz356,Page Action,41,2024-05-27,32.34,22,El Salvador
38163,of002,Again Theory,34,2023-08-25,75.01,90,Georgia
13214,iT814,Pm Move,27,2025-05-15,23.71,43,Syrian Arab Republic
50129,Ql230,Leave Author,28,2024-05-25,87.42,78,Martinique
86622,DH669,Of Court,19,2024-01-03,97.41,42,San Marino
80195,bo068,Image Mr,16,2024-05-29,65.67,56,Austria
61414,xE572,Line Career,8,2025-04-26,31.49,87,Haiti
28270,yq498,Participant Federal,12,2024-10-09,49.0,5,Vanuatu
18863,vd681,Reflect Food,24,2025-04-29,84.83,53,Oman
54259,vo062,Nothing Newspaper,21,2024-09-17,67.95,37,Chad
72088,kt980,Box Nation,20,2025-08-01,95.16,78,Saint Vincent and the Grenadines
41174,Ev390,Deal Want,38,2025-04-08,6.06,95,Djibouti
60206,ZT971,Heavy Young,37,2025-03-09,89.99,36,Sweden
74518,tk222,Relate Rest,25,2024-05-06,8.69,19,Latvia
68631,fO618,Soldier Stock,1,2024-09-08,97.13,19,Mongolia
33197,lk219,Employee Community,7,2025-03-21,5.2,43,Tonga
83192,vV726,Medical Service,27,2025-01-29,57.33,57,India
71593,xg535,Loss Plan,21,2024-09-02,50.5,85,Cameroon
85281,Sr381,Organization Spend,43,2024-08-28,88.64,70,Japan
67086,ya162,Agency Book,16,2024-10-28,86.64,94,Grenada
32424,mU524,Require But,11,2024-08-21,39.07,6,Saint Vincent and the Grenadines
79799,Rd072,Sell Sure,22,2025-04-19,55.12,55,Lesotho
28830,Lf975,This Politics,36,2024-08-30,29.88,96,British Indian Ocean Territory (Chagos Archipelago)
78993,xV120,Less Already,33,2024-07-28,54.13,99,Italy
90554,KF434,Laugh Mention,8,2025-05-22,91.3,11,Jersey
28076,hP063,Onto Quickly,46,2025-08-01,90.6,78,Guinea-Bissau
39707,EB741,Simply Rate,39,2025-08-09,2.69,47,Equatorial Guinea
82108,aP284,Develop Bit,21,2024-03-31,72.13,27,Turkmenistan
98038,ok220,Though Behavior,20,2024-12-27,84.13,82,Trinidad and Tobago
69154,at609,Site Television,18,2023-12-21,71.59,83,Cambodia
74986,sp838,Collection Professor,31,2024-05-17,6.38,97,Chad
70034,KQ384,Step Couple,3,2025-07-31,95.53,54,Bhutan
97693,Oo874,Paper Maybe,47,2025-02-21,61.45,13,Luxembourg
28827,aS803,Collection Understand,32,2024-12-26,43.33,58,Jersey
88853,eO362,Cost Idea,44,2024-05-04,20.88,3,Mongolia
52748,zg824,Of Sort,47,2023-10-20,68.63,64,Greenland
55928,oZ995,Feeling Entire,30,2025-04-04,77.43,9,Dominican Republic
77010,XH593,Performance Everybody,4,2025-07-07,30.28,98,Saudi Arabia
37783,vc518,Do Think,17,2025-03-22,44.91,61,Dominica
65437,Pd138,Team Letter,9,2025-05-16,19.13,86,French Guiana
96416,fJ137,Exactly Agent,49,2025-03-06,68.04,70,New Zealand
61591,Rg808,Such Boy,43,2023-11-18,59.38,22,Qatar
41503,yV042,Put Or,47,2025-03-25,21.14,12,Uganda
35944,zv465,Capital Treat,27,2025-05-22,41.06,61,Belgium
24495,yo761,Time Most,40,2023-11-07,90.33,95,Jersey
14441,xY818,Crime There,27,2025-05-18,27.61,45,Mauritania
75793,Oc234,Everybody Lawyer,44,2024-10-30,13.41,13,Greenland
40459,lc944,Read Despite,20,2023-12-17,84.02,58,Rwanda
75953,jl581,Sea Important,32,2025-07-09,63.73,7,Brazil
22183,lR523,Drive Go,35,2024-03-30,75.49,13,Montserrat
67254,Hc674,Sit Heavy,38,2024-08-22,52.93,42,Madagascar
69716,if737,Animal Yes,31,2024-06-09,51.82,47,Holy See (Vatican City State)
97914,fU153,By Beyond,11,2025-04-03,10.04,36,British Indian Ocean Territory (Chagos Archipelago)
73840,lY360,Heavy Worker,10,2024-07-23,61.16,73,Afghanistan
44751,Uf491,Ever Particular,3,2024-06-08,95.71,97,Netherlands Antilles
53178,Kk213,Establish Single,7,2024-03-15,17.57,15,Botswana
35986,Zk773,Method Thought,35,2023-09-03,76.64,71,Spain
46796,oS482,Case American,2,2025-04-03,67.31,73,Togo
85500,VM966,Difference There,44,2023-11-06,86.85,8,Guam
74883,zP527,Instead Professional,2,2024-01-19,22.13,4,Azerbaijan
31405,Sv908,Decide Too,25,2025-03-29,81.34,52,Lebanon
20727,rE406,Rather They,5,2024-06-29,73.4,71,Nicaragua
37946,qG045,Six Accept,20,2024-10-06,81.57,68,French Polynesia
28350,Mw038,Pick Around,6,2024-04-13,87.07,15,Northern Mariana Islands
98048,xr098,Hope Visit,16,2024-09-14,38.82,56,Barbados
23362,dI178,Watch Use,47,2024-09-08,74.96,44,Bermuda
29164,ik652,Tv Quite,43,2023-09-08,35.59,2,Northern Mariana Islands
90565,lK779,Fight By,8,2024-03-18,8.6,97,Azerbaijan
44841,Hs150,Southern Tell,2,2024-05-18,60.54,81,Saint Lucia
91544,Qb164,Prepare Spring,31,2025-05-13,56.18,85,Colombia
51040,MQ699,Official Whatever,23,2023-10-29,31.29,37,Slovakia (Slovak Republic)
52862,HH294,Also Or,29,2024-03-27,71.42,42,Sierra Leone
80483,zg174,Carry Moment,28,2024-03-02,10.38,47,Burkina Faso
61994,iE891,Rich Gas,25,2024-12-19,2.9,45,Gambia
22088,uy290,Probably Mission,27,2025-05-14,14.44,48,Portugal
11272,mZ957,Relate Provide,29,2023-10-03,77.66,68,Ghana
15056,HO755,Increase Experience,49,2024-10-10,7.74,31,Tajikistan
39736,mC582,Structure Space,10,2025-08-10,75.93,89,Ukraine
50418,Ej669,Newspaper Happy,28,2025-03-29,95.88,28,Portugal
45656,QA755,Including Third,23,2024-01-06,14.16,64,Cambodia
79983,fb055,He Important,34,2023-11-23,89.9,12,Luxembourg
50198,vE157,Here Visit,32,2023-10-19,23.13,24,Turks and Caicos Islands
30423,ZA875,Major Note,40,2025-01-28,19.1,79,Germany
62385,hj836,Area Spend,18,2025-05-29,40.98,31,Colombia
76279,HL676,Benefit Evidence,25,2024-12-22,34.62,60,Philippines
98764,LF469,Prove Those,25,2025-02-22,36.98,94,Tuvalu
45999,Gy664,Green Memory,6,2023-11-01,55.26,75,Saudi Arabia
51381,WD660,Skill Agent,37,2025-05-23,64.0,56,Burkina Faso
42388,Mb320,Fall Pressure,44,2024-03-27,10.25,71,Venezuela
32610,uq655,Good Recently,23,2023-10-05,84.36,32,Serbia
79276,AE328,Difference Then,31,2025-01-21,14.09,31,Bosnia and Herzegovina
35804,sT867,Level A,36,2025-04-05,97.26,59,Puerto Rico
37188,cO802,Throw Buy,35,2024-08-29,68.14,67,North Macedonia
96031,hd309,Lot Million,45,2023-08-16,33.05,72,Czech Republic
34351,tI305,Perhaps Food,22,2024-08-19,57.38,54,Saint Martin
40434,KB082,Dinner Purpose,39,2024-09-03,58.81,85,Saint Martin
68592,Cb378,Huge Nice,25,2025-05-06,28.28,54,Grenada
39186,dh576,Majority Artist,45,2025-06-28,63.75,51,Kyrgyz Republic
77853,WG875,Give As,3,2025-06-08,73.28,13,Syrian Arab Republic
51316,tC699,Employee Brother,23,2023-09-19,21.96,78,Solomon Islands
10081,dT471,Own Organization,31,2025-04-05,11.8,21,Mongolia
54107,HX032,Room Probably,48,2024-07-18,1.03,77,Bhutan
65407,OL061,Word Choice,30,2024-07-29,76.83,94,Marshall Islands
75869,on333,Him Carry,3,2024-03-21,15.67,5,Guernsey
26896,iD258,Population Number,48,2025-05-08,26.95,10,Burkina Faso
58459,Wi579,Mention Modern,2,2023-12-20,46.57,3,French Southern Territories
50514,qO910,When Hear,13,2024-02-18,86.14,53,Hungary
34055,LH226,Will Seven,8,2023-10-12,35.81,15,Algeria
76580,rN858,Hospital State,38,2025-03-14,30.13,71,Jersey
66194,pv979,Lay Wear,28,2024-04-22,95.69,65,Ghana
75749,oQ133,Anyone Protect,26,2024-08-18,51.35,49,Lithuania
37521,Bp277,Me Within,6,2025-01-29,57.47,70,Myanmar
90328,nA428,Available Push,46,2024-06-11,93.97,27,Nepal
26299,IL877,Democrat Help,45,2024-05-14,21.72,100,Lithuania
31159,eh395,Increase Without,28,2024-05-19,93.28,86,Bahamas
82970,jy846,Democratic Feeling,1,2025-08-02,43.22,30,Gambia
43757,Ig818,Best Line,12,2025-05-05,65.43,8,Cook Islands
74704,IS079,Difficult Yet,37,2024-05-14,51.23,60,Barbados
12134,wG112,Prove Three,45,2025-07-19,46.69,35,Taiwan
31167,Av602,Business Great,29,2024-07-02,38.34,57,French Guiana
30746,Dk767,Career Film,32,2024-07-06,22.64,74,Saint Pierre and Miquelon
96055,gR533,Well Bit,3,2024-05-22,64.14,20,Bolivia
35364,SP292,Democrat Gun,47,2024-06-25,12.9,1,Yemen
18602,mx067,Agency Small,35,2024-12-01,61.8,23,Russian Federation
46523,Ak976,Discussion Thousand,48,2023-10-19,3.71,82,Canada
83932,Ph243,Ground Provide,1,2024-05-22,26.75,60,Swaziland
86746,RM055,Win Experience,16,2025-07-05,89.31,11,British Virgin Islands
11571,RP927,Line Discover,24,2024-09-07,72.03,99,Brunei Darussalam
97431,Nw039,Learn Third,28,2025-02-06,33.0,30,Moldova
61832,TO091,Course Maybe,11,2024-07-20,34.31,45,Tajikistan
